author,published_at,text,like_count,contexto,texto_limpo,texto_processado
@bia_62926,2023-07-07T02:39:49Z,Oque este som tem aver com depressão ?  Rs,0,musica_dormir,oque este som tem aver com depressão rs,oque aver depressão rs
@1910hhh,2023-07-06T04:07:33Z,Obby,1,musica_dormir,obby,obby
@1910hhh,2023-07-06T04:04:27Z,Seu video me tras paz e tranquilidade,2,musica_dormir,seu video me tras paz e tranquilidade,tras paz tranquilidade
@CHEESEBURGER-c6d,2023-07-06T03:28:41Z,Muikieocêuoleao,1,musica_dormir,muikieocêuoleao,muikieocêuoleao
@kellynunesvip1,2023-07-06T01:59:08Z,"Te desejo um sono lindo e revigorante. Não esquece de ser gentil com você, tá bom? Dorme com Deus 🌙🙏🏽",2,musica_dormir,te desejo um sono lindo e revigorante não esquece de ser gentil com você tá bom dorme com deus 🌙🙏🏽,desejo sono lindo revigorante esquece gentil bom dorme deus 🌙🙏🏽
@SafiraUrzuaMoranguinho,2023-07-05T14:29:32Z,durma com os anjos!😇,0,musica_dormir,durma com os anjos😇,durma anjos😇
@SafiraUrzuaMoranguinho,2023-07-05T14:26:15Z,"essa musica é muito boa para dormir!!,🥰",0,musica_dormir,essa musica é muito boa para dormir🥰,musica boa dormir🥰
@trapped1025,2023-07-05T08:43:23Z,N funciona,0,musica_dormir,n funciona,n funciona
@arthurfontenele7917,2023-07-05T03:19:05Z,Valeu kara assim vc ajuda muitas pessoas obrigado de coração 😊,0,musica_dormir,valeu kara assim vc ajuda muitas pessoas obrigado de coração 😊,valeu kara assim ajuda muitas pessoas coração 😊
@LUCASRODRIGUES-hx5gu,2023-07-05T02:51:54Z,00:01,0,musica_dormir,,
@GloomyView,2023-07-05T01:22:55Z,Man,0,musica_dormir,man,man
@rsedjphaxetm2640,2023-07-03T04:25:25Z,"Já ouvi vários vídeos com sons para acalmar, dormir etc,mas este é o único que consigo acalmar a mente relaxar e focar no agora,escutem sempre que se sentirem que está saindo do controle ou houver necessidade de paz interior.Tenho crises fortíssimas de pânico, ansiedade e depressão a 9 anos faço tratamentos e Deus me ajuda a viver,confiem nele também,sempre agradeçam por tudo,por estarem respirando e por coisas que possam parecer pequenas mas não são, fiquem calmos,feche os olhos e sinta sua respiração enquanto houve esse som,acredite vai melhorar.🙏",17,musica_dormir,já ouvi vários vídeos com sons para acalmar dormir etcmas este é o único que consigo acalmar a mente relaxar e focar no agoraescutem sempre que se sentirem que está saindo do controle ou houver necessidade de paz interiortenho crises fortíssimas de pânico ansiedade e depressão a anos faço tratamentos e deus me ajuda a viverconfiem nele tambémsempre agradeçam por tudopor estarem respirando e por coisas que possam parecer pequenas mas não são fiquem calmosfeche os olhos e sinta sua respiração enquanto houve esse somacredite vai melhorar🙏,ouvi vários vídeos sons acalmar etcmas único consigo acalmar mente focar agoraescutem sentirem saindo controle necessidade paz interiortenho crises fortíssimas pânico ansiedade depressão anos faço tratamentos deus ajuda viverconfiem nele tambémsempre agradeçam tudopor estarem respirando coisas possam parecer pequenas fiquem calmosfeche olhos sinta respiração enquanto somacredite melhorar🙏
@luanobrega2575,2023-07-03T03:11:05Z,Uma ótima madrugada a todos ❤,9,musica_dormir,uma ótima madrugada a todos ❤,ótima madrugada todos ❤
@gabrielpinheiro9337,2023-07-03T03:03:40Z,"Para você que está lendo, uma boa noite e não se esqueça que tempos difíceis fazem pessoas fortes, para cima e seja forte! Amanhã um belo dia para tudo melhorar ❤",508,musica_dormir,para você que está lendo uma boa noite e não se esqueça que tempos difíceis fazem pessoas fortes para cima e seja forte amanhã um belo dia para tudo melhorar ❤,lendo boa noite esqueça tempos difíceis fazem pessoas fortes cima forte amanhã belo melhorar ❤
@Heroic_Gaming_Quest,2023-07-02T13:03:33Z,Mn muito obrigado depois de muito com sua musica eu ñ fui pertubado pela insônia,0,musica_dormir,mn muito obrigado depois de muito com sua musica eu ñ fui pertubado pela insônia,mn musica ñ pertubado insônia
@renatamatos2215,2023-07-02T11:19:57Z,Que deus abençoe sua vida cada dia mais,0,musica_dormir,que deus abençoe sua vida cada dia mais,deus abençoe vida cada
@renatamatos2215,2023-07-02T11:19:15Z,Obg saudex❤,0,musica_dormir,obg saudex❤,obg saudex❤
@Guilerlisboa,2023-07-02T04:52:01Z,"Obrigado pela música, me sinto mais calmo. 4 horas da manhã estarei viajando pra fazer um curso e não estou conseguindo dormir. Estou nessa caminhada há 2 anos e persistirei até o final, até a minha aprovação.",2,musica_dormir,obrigado pela música me sinto mais calmo horas da manhã estarei viajando pra fazer um curso e não estou conseguindo dormir estou nessa caminhada há anos e persistirei até o final até a minha aprovação,sinto calmo horas manhã estarei viajando fazer curso conseguindo nessa caminhada anos persistirei final aprovação
@marianilce9782,2023-07-02T02:52:35Z,♑,0,musica_dormir,♑,♑
@camilaferreiradarocha9907,2023-07-01T23:21:29Z,"Não andeis ansiosos com coisa alguma, se Deus alimenta as aves do céu e os lírios dos campos, não há nada que Ele não possa fazer por nós, o impossível só existe pra quem não crê. A paz de Cristo reine na vida de cada um de vocês.",0,musica_dormir,não andeis ansiosos com coisa alguma se deus alimenta as aves do céu e os lírios dos campos não há nada que ele não possa fazer por nós o impossível só existe pra quem não crê a paz de cristo reine na vida de cada um de vocês,andeis ansiosos alguma deus alimenta aves céu lírios campos nada possa fazer impossível existe crê paz cristo reine vida cada
@lucilenepereira7736,2023-07-01T13:47:10Z,Eu to cuidando de uma cabra essa musica fez ela dormir o nome dela e duda a cabrinha mais fofa de piripiri piaui,1,musica_dormir,eu to cuidando de uma cabra essa musica fez ela dormir o nome dela e duda a cabrinha mais fofa de piripiri piaui,to cuidando cabra musica fez nome duda cabrinha fofa piripiri piaui
@mariavalentim2711,2023-07-01T06:11:01Z,"Estou escutando essa música depois de um termino, meu primeiro namorado destruiu meu coração nem comer eu estou conseguindo é tão difícil a gente namorou por 1 ano ,e não foi por traição e sim por acontecimentos nao consigo dormir a noite completa eu sempre lembro dele nos sonhos esta sendo tão difícil 😭😭😭😭 mas creio que Deus vai me abençoar.",3,musica_dormir,estou escutando essa música depois de um termino meu primeiro namorado destruiu meu coração nem comer eu estou conseguindo é tão difícil a gente namorou por ano e não foi por traição e sim por acontecimentos nao consigo dormir a noite completa eu sempre lembro dele nos sonhos esta sendo tão difícil 😭😭😭😭 mas creio que deus vai me abençoar,escutando termino primeiro namorado destruiu coração comer conseguindo difícil namorou ano traição sim acontecimentos nao consigo noite completa lembro sonhos sendo difícil 😭😭😭😭 creio deus abençoar
@carolainejesussantos6194,2023-06-30T22:33:38Z,😘,0,musica_dormir,😘,😘
@carolainejesussantos6194,2023-06-30T22:33:21Z,Jesus ouvir todas as nossas oração todos nosso pedido meus amores luta luta para mim salvar gratidão gratidão sempre,0,musica_dormir,jesus ouvir todas as nossas oração todos nosso pedido meus amores luta luta para mim salvar gratidão gratidão sempre,jesus ouvir todas oração todos pedido amores luta luta salvar gratidão gratidão
@sooamorconstroi6818,2023-06-30T19:10:13Z,"Não existe nada melhor no mundo, quê ouvir canções como estas, bem baixinhas , adormecer e esquecer todos os problemas, quê são difíceis de resolver e entregá-los nas mãos, de quem pode fazer tudo por você , Deus ! Totalmente em paz agora.",6,musica_dormir,não existe nada melhor no mundo quê ouvir canções como estas bem baixinhas adormecer e esquecer todos os problemas quê são difíceis de resolver e entregálos nas mãos de quem pode fazer tudo por você deus totalmente em paz agora,existe nada melhor mundo quê ouvir canções baixinhas adormecer esquecer todos problemas quê difíceis resolver entregálos mãos pode fazer deus totalmente paz
@thiagomendes1276,2023-06-30T06:17:09Z,Obrigado pelos comentários de vocês... Queria ter amigos como vcs... Boa noite a todos... E que se curem de seus problemas.. que no meu caso é a Droga da ansiedade,143,musica_dormir,obrigado pelos comentários de vocês queria ter amigos como vcs boa noite a todos e que se curem de seus problemas que no meu caso é a droga da ansiedade,comentários queria amigos vcs boa noite todos curem problemas caso droga ansiedade
@betyrodrigues6080,2023-06-30T03:55:02Z,"Que Deus abençoe e tranquilize o seu coração, tudo está no controle do todo poderoso que é Jesus ❤",0,musica_dormir,que deus abençoe e tranquilize o seu coração tudo está no controle do todo poderoso que é jesus ❤,deus abençoe tranquilize coração controle todo poderoso jesus ❤
@magrin706,2023-06-30T02:47:49Z,Man é só f1 q vc hiberna,1,musica_dormir,man é só f q vc hiberna,man f q hiberna
@andersonfonsecasantos182,2023-06-30T00:00:48Z,Amém jesus Cristo,0,musica_dormir,amém jesus cristo,amém jesus cristo
@adilsonalfredocossa7915,2023-06-29T11:37:03Z,Que deus abençoe todos vcs neste momento 🙏,0,musica_dormir,que deus abençoe todos vcs neste momento 🙏,deus abençoe todos vcs neste momento 🙏
@alexandrebenfica7177,2023-06-28T04:48:58Z,Que paz ❤,4,musica_dormir,que paz ❤,paz ❤
@priscillaisis,2023-06-27T11:42:49Z,Muito bom porém achei um pouco baixo,0,musica_dormir,muito bom porém achei um pouco baixo,bom porém achei pouco baixo
@lucasneris4474,2023-06-27T07:56:53Z,Tive foi um pesadelo horrível 😢,1,musica_dormir,tive foi um pesadelo horrível 😢,pesadelo horrível 😢
@alicesilva3384,2023-06-27T03:57:43Z,"Deite é durma tranquilo que o teu Deus não dorme é cuida de ti vai da tudo certo, já deu tudo certo... Amém?",330,musica_dormir,deite é durma tranquilo que o teu deus não dorme é cuida de ti vai da tudo certo já deu tudo certo amém,deite durma deus dorme cuida ti certo deu certo amém
@Taimuresufnf,2023-06-27T03:40:41Z,Aqui 04:53,0,musica_dormir,aqui,
@Taimuresufnf,2023-06-26T07:08:23Z,Não estou conseguindo dormir estou duente essa música me ajudou muito obrigado Deus te abençoe Cássio😊,1,musica_dormir,não estou conseguindo dormir estou duente essa música me ajudou muito obrigado deus te abençoe cássio😊,conseguindo duente ajudou deus abençoe cássio😊
@nilsnilsson1555,2023-06-26T06:00:04Z,"É isso, temos de nos desligar dessa enxurrada de informações e voltar a conseguir relaxar. A música, vídeo, ajuda a chegar lá.
Boa noite a todos.",3,musica_dormir,é isso temos de nos desligar dessa enxurrada de informações e voltar a conseguir relaxar a música vídeo ajuda a chegar lá boa noite a todos,desligar dessa enxurrada informações voltar conseguir vídeo ajuda chegar lá boa noite todos
@dalinainacio2852,2023-06-26T00:03:39Z,A espiritualidade é maravilhosa,0,musica_dormir,a espiritualidade é maravilhosa,espiritualidade maravilhosa
@iraildecardoso8768,2023-06-25T22:57:02Z,Amém 😊❤,0,musica_dormir,amém 😊❤,amém 😊❤
@Killernotquisx12,2023-06-25T12:05:51Z,❤❤😊😊😊😊🙏🙏🙏🌷🌷,1,musica_dormir,❤❤😊😊😊😊🙏🙏🙏🌷🌷,❤❤😊😊😊😊🙏🙏🙏🌷🌷
@aparecidadornelas7971,2023-06-24T03:18:03Z,😍😍😍👍👍🧘😌,1,musica_dormir,😍😍😍👍👍🧘😌,😍😍😍👍👍🧘😌
@valeriaoliveira6723,2023-06-24T01:33:06Z,Amei❤❤,1,musica_dormir,amei❤❤,amei❤❤
@cibellyfernandess,2023-06-23T16:55:26Z,Será que o Cássio me responde ??? 😅😅😅😅🫶🏻,0,musica_dormir,será que o cássio me responde 😅😅😅😅🫶🏻,cássio responde 😅😅😅😅🫶🏻
@julialaurinnejuhlau4288,2023-06-23T15:49:20Z,Alguém de 12:48 tentando colocar o bb pra dormir,1,musica_dormir,alguém de tentando colocar o bb pra dormir,alguém tentando colocar bb
@lilianaraujo576,2023-06-22T23:10:52Z,Que a brisa de Deus seja o seu refrigério está abençoada noite  Descansa Deus está providenciando benção maravilhoso em sua vida amanhã será um novo dia❤️🤗,0,musica_dormir,que a brisa de deus seja o seu refrigério está abençoada noite descansa deus está providenciando benção maravilhoso em sua vida amanhã será um novo dia❤️🤗,brisa deus refrigério abençoada noite descansa deus providenciando benção maravilhoso vida amanhã novo dia❤️🤗
@mariagaspar2598,2023-06-22T22:15:56Z,Precisava realmente acalmar me e relaxar… ❤,0,musica_dormir,precisava realmente acalmar me e relaxar… ❤,precisava realmente acalmar relaxar… ❤
@mariagaspar2598,2023-06-22T22:14:00Z,"Gosto, excelente ☑️😴",0,musica_dormir,gosto excelente ☑️😴,gosto excelente ☑️😴
@MarianaMonsani,2023-06-22T04:05:04Z,Boa noite galera..,0,musica_dormir,boa noite galera,boa noite galera
@maysasiqueirapinto1366,2023-06-22T02:36:39Z,"A paz amados , com músicas assim conseguimos sentir a presença de Deus no mais profundo da alma , tenhamos fé e esperança pois Jesus já venceu tudo pra nós",21,musica_dormir,a paz amados com músicas assim conseguimos sentir a presença de deus no mais profundo da alma tenhamos fé e esperança pois jesus já venceu tudo pra nós,paz amados músicas assim conseguimos sentir presença deus profundo alma fé esperança pois jesus venceu
@intensos2159,2023-06-22T01:38:09Z,"Galera, muito obrigado, vim aqui buscar uma música pra relaxar a mente na hora do banho depois de um dia longo e exaustivo e agora estou indo dormir lendo esses comentários incríveis!!! Estou com a mente calma e preparado para dormir, grato a todos e ao dono do canal! E você que está buscando algo igual, relaxe, a vida é cheia de ondas e vindas, subidas e descidas a vida é assim, ao mantenha o foco e lembre-se “pra quem ora pela chuva, tem que aprender a lidar com a lama, momentos melhores virão!!!",65,musica_dormir,galera muito obrigado vim aqui buscar uma música pra relaxar a mente na hora do banho depois de um dia longo e exaustivo e agora estou indo dormir lendo esses comentários incríveis estou com a mente calma e preparado para dormir grato a todos e ao dono do canal e você que está buscando algo igual relaxe a vida é cheia de ondas e vindas subidas e descidas a vida é assim ao mantenha o foco e lembrese “pra quem ora pela chuva tem que aprender a lidar com a lama momentos melhores virão,galera vim buscar mente hora banho longo exaustivo indo lendo comentários incríveis mente preparado grato todos dono canal buscando algo igual relaxe vida cheia ondas vindas subidas descidas vida assim mantenha foco lembrese “pra ora chuva aprender lidar lama momentos melhores virão
@IsabelaSantos-wy6jr,2023-06-21T20:47:31Z,Q relaxante,0,musica_dormir,q relaxante,q relaxante
@nataliamarques9796,2023-06-21T20:04:36Z,"Eu: Música para dormir 
Youtube: anúncio com música de São João",0,musica_dormir,eu música para dormir youtube anúncio com música de são joão,youtube anúncio
@Inosuke_696,2023-06-21T19:43:24Z,Tô com dor de cabeça e queria dormir um pouco e isso me salvou muito obrigado que Deus abençoe a todos,8,musica_dormir,tô com dor de cabeça e queria dormir um pouco e isso me salvou muito obrigado que deus abençoe a todos,tô dor cabeça queria pouco salvou deus abençoe todos
@sharlenegoncalvesdaluz7322,2023-06-21T16:13:45Z,"Muita paz e sentimentos bons , perdoe, ame ao próximo devemos entender que algumas pessoas não são tão evoluídas e tem dificuldades, todos nós buscamos a felicidade, somos seres errantes sejam generosos sempre com Deus no coração. Desejo saúde, alegria e fé a todos 🙏❤ a vida é bela desde que saibamos vive- lá.",3,musica_dormir,muita paz e sentimentos bons perdoe ame ao próximo devemos entender que algumas pessoas não são tão evoluídas e tem dificuldades todos nós buscamos a felicidade somos seres errantes sejam generosos sempre com deus no coração desejo saúde alegria e fé a todos 🙏❤ a vida é bela desde que saibamos vive lá,muita paz sentimentos bons perdoe ame próximo devemos entender algumas pessoas evoluídas dificuldades todos buscamos felicidade seres errantes generosos deus coração desejo saúde alegria fé todos 🙏❤ vida bela desde saibamos vive lá
